ASIN,itemID,clothesType
B00A0AGOXW,1082,1
B00A0AGPXG,1083,1
B00A0AGR0C,1084,1
B00A0D4NGE,1085,1
B00A0D4T68,1086,1
B00A0D8V26,1087,1
B00A0D8VY4,1088,1
B00A0EKST4,1089,2
B00A0ELI1G,1090,2
B00A0ELOTW,1091,2
B00A0ELS7K,1092,2
B00A0ELVMC,1093,2
B00A0EMDVK,1094,2
B00A0I40J4,1095,1
B00A0I44OK,1096,1
B00A0I5WW8,1097,1
B00A0I5Z0C,1098,1
B00A0I60CY,1099,1
B00A0I6768,1100,1
B00A0I6A7O,1101,1
B00A0I6D2Q,1102,1
B00A0I81TO,1103,1
B00A0I86DA,1104,1
B00A0I86S0,1105,1
B00A0I89MS,1106,1
B00A0I8BIA,1107,1
B00A0I9ZTO,1108,1
B00A0L8TNE,1109,2
B00A0LB9JU,1110,2
B00A0LBKKS,1111,2
B00A0LBNRI,1112,2
B00A0M1UHA,1113,1
B00A0M8J5G,1114,1
B00A0MVODK,1115,1
B00A0MVYHQ,1116,1
B00A0MWE5W,1117,1
B00A0N17VI,1118,1
B00A0NBNRQ,1119,1
B00A0NCEH4,1120,1
B00A0P8B10,1121,1
B00A0P8E5I,1122,1
B00A0QHK6Q,1123,1
B00A0QXFSS,1124,1
B00A0QY0UK,1125,1
B00A0R3E4W,1126,1
B00A1A7TSU,1127,1
B00A1AL9VS,1128,1
B00A2AD4RY,1129,1
B00A2AF2KG,1130,1
B00A2AXFVO,1131,1
B00A2AZC5Q,1132,1
B00A2BZ7JG,1133,1
B00A2BZAJS,1134,1
B00A2BZF5W,1135,1
B00A2CG15E,1136,1
B00A2CQ3OI,1137,1
B00A2CQ6LI,1138,1
B00A2CQ8ES,1139,1
B00A2H21Z8,1140,1
B00A2NQZEK,1141,1
B00A2NW0DA,1142,1
B00A2OBD9Q,1143,1
B00A2POAZO,1144,1
B00A2PQ75K,1145,1
B00A2PURWE,1146,1
B00A2PVDWC,1147,1
B00A2PW772,1148,1
B00A2SRY5O,1149,1
B00A2TGJUE,1150,2
B00A2TGQ2K,1151,2
B00A2TH0XO,1152,2
B00A2THEMQ,1153,2
B00A2TI4GQ,1154,2
B00A2TJDRA,1155,2
B00A2TLWQA,1156,1
B00A2UTYVE,1157,1
B00A2V0I0O,1158,1
B00A2V38VA,1159,1
B00A2VJII2,1160,1
B00A2W2MFM,1161,2
B00A2W2ZT0,1162,1
B00A2WO7PU,1163,1
B00A2XM8HS,1164,2
B00A2XMIT6,1165,2
B00A2Y1VXY,1166,2
B00A3AQETS,1167,1
B00A3AWF6O,1168,1
B00A3B6GY0,1169,1
B00A3B72ES,1170,1
B00A3BJ6NS,1171,1
B00A3BO3B8,1172,1
B00A3C1IF6,1173,2
B00A3C24WW,1174,2
B00A3C2FP8,1175,2
B00A3FCCUS,1176,1
B00A3G05WE,1177,1
B00A3G1WUS,1178,1
B00A3G7ITM,1179,2
B00A3G8LI4,1180,1
B00A3G9Q9M,1181,2
B00A3GAW6S,1182,2
B00A3HDEXK,1183,1
B00A3HDGKG,1184,1
B00A3HDGRO,1185,1
B00A3HDHS2,1186,1
B00A3HE0GU,1187,1
B00A3HE0Z6,1188,2
B00A3HE1HS,1189,1
B00A3HEN1C,1190,2
B00A3HFOT2,1191,2
B00A3I5B4Y,1192,2
B00A3MV1VW,1193,1
B00A3MV3CO,1194,1
B00A3MV4XC,1195,1
B00A3MV7YI,1196,1
B00A3MVA7M,1197,1
B00A3MVCUC,1198,1
B00A3MVFG8,1199,1
B00A3MVGBW,1200,1
B00A3MVHDO,1201,1
B00A3MVI7E,1202,1
B00A3MVV94,1203,1
B00A3OSBJ0,1204,1
B00A3OTB26,1205,1
B00A3PESAK,1206,1
B00A3QECW8,1207,1
B00A3QM0NG,1208,1
B00A3QM374,1209,1
B00A3QM6EE,1210,1
B00A3QM7DO,1211,1
B00A3QPQGY,1212,1
B00A3RZYV0,1213,1
B00A3S022A,1214,1
B00A3S4OZ6,1215,2
B00A3S4TWE,1216,2
B00A3S4UKU,1217,2
B00A3W5WU8,1218,1
B00A3Y9MXE,1219,1
B00A3Y9U9U,1220,1
B00A3Y9WAC,1221,1
B00A4BICZ0,1222,1
B00A4GSNX6,1223,1
B00A5BE2L2,1224,1
B00A5R4AY0,1225,1
B00A6AN8MQ,1226,1
B00A6AUVJ4,1227,1
B00A6GPX9Q,1228,1
B00A6GX42O,1229,1
B00A6GYP54,1230,1
B00A6HOC6U,1231,1
B00A6HOOUY,1232,1
B00A6HOZYE,1233,1
B00A6HWY9C,1234,1
B00A6HXY1E,1235,1
B00A6JDJBM,1236,1
B00A6JIKVG,1237,1
B00A6JIKWU,1238,1
B00A6KDFEC,1239,1
B00A6KDHKY,1240,1
B00A6TEFTM,1241,2
B00A6TFL4A,1242,2
B00A6TUGXQ,1243,1
B00AEJPQBA,1244,2
B00AEJPW0A,1245,2
B00AELM47M,1246,2
B00AEOCFQE,1247,2
B00AEOCHGW,1248,2
B00AEOCK14,1249,2
B00AEQ62Y8,1250,2
B00AEQ6AKE,1251,2
B00AEQ6D1A,1252,2
B00AERYUXM,1253,2
B00AESCSQ2,1254,2
B00AF7GYI0,1255,2
B00AF7H0R4,1256,2
B00AF7H2NQ,1257,2
B00AF7H9R0,1258,2
B00AF7HED4,1259,2
B00AF7SQTU,1260,2
B00AF7STOM,1261,2
B00AF81EPM,1262,2
B00AF82ZJG,1263,2
B00AF83EO6,1264,2
B00AFC3RCQ,1265,2
B00AFL0CEI,1266,2
B00AFPA7BC,1267,2
B00AFPNCFA,1268,2
B00AG07AJ8,1269,2
B00AGFDYUW,1270,2
B00AHCK5CY,1271,2
B00AHCKDG2,1272,2
B00AHCKL96,1273,2
B00AHEOSMK,1274,2
B00AHEPIJC,1275,2
B00AHEPLXU,1276,2
B00AHEPVOE,1277,2
B00AHSMDV4,1278,2
B00AIBPCW2,1279,2
B00AIKUBEM,1280,2
B00AIKUE80,1281,2
B00AIKUFN4,1282,2
B00AIKUG8S,1283,2
B00AIKUHHI,1284,2
B00AIKUJL2,1285,2
B00AILDFWG,1286,2
B00AIUMRVC,1287,2
B00AIUMS20,1288,2
B00AJGWP5I,1289,2
B00AJJHO2Y,1290,2
B00AJJHONI,1291,2
B00AJJHQBI,1292,2
B00AJJHRX0,1293,2
B00AJLBAXG,1294,2
B00AJLIWUA,1295,2
B00AJLJEF2,1296,2
B00AJLJIMG,1297,2
B00AJLJMEU,1298,2
B00AJLKBQ8,1299,2
B00AJLKDAW,1300,2
B00AJLKHH6,1301,2
B00AJLLTRS,1302,2
B00AJLM2NI,1303,2
B00AJLMA1W,1304,2
B00AJLQBLW,1305,2
B00AJM5ID8,1306,2
B00AJM5OQY,1307,2
B00AJM5SJM,1308,2
B00AJM5WCU,1309,2
B00AJQUP5U,1310,2
B00AJQV27K,1311,2
B00AK3UYTY,1312,2
B00AK4DXCI,1313,2
B00AK4F830,1314,2
B00AK4FCU4,1315,2
B00AK4FFT2,1316,2
B00AK4YZN4,1317,2
B00AK4YZSY,1318,2
B00AK6IE66,1319,2
B00AK8SULS,1320,2
B00AKCDC1W,1321,2
B00ALRWASW,1322,2
B00ALRWODS,1323,2
B00ALW7UAK,1324,2
B00ALYZCZS,1325,2
B00AM1AXVS,1326,2
B00AM1QGG4,1327,2
B00AMCF1ZA,1328,2
B00AMCF5ME,1329,2
B00AMCFDIA,1330,2
B00AMCV1CC,1331,2
B00AMD4Z3S,1332,2
B00AMDTNTY,1333,2
B00AMDTRQS,1334,2
B00AMDTXJE,1335,2
B00AMKIIJS,1336,2
B00AMKPFY4,1337,2
B00AMM26SK,1338,2
B00AMM2P8Q,1339,2
B00AMM37LU,1340,2
B00AMMB0GY,1341,2
B00ANGUDCG,1342,2
B00ANGUMGI,1343,2
B00ANGUOMA,1344,2
B00ANGUTA2,1345,2
B00ANGV2HG,1346,2
B00ANGV3QG,1347,2
B00ANJKQWA,1348,2
B00ANKMXIO,1349,2
B00ANKNSR4,1350,2
B00ANKOP08,1351,2
B00ANTUJSQ,1352,2
B00ANTUMOW,1353,2
B00AO0E1X8,1354,2
B00AO10IXY,1355,2
B00AO10R12,1356,2
B00AO10XDE,1357,2
B00AO10Z3W,1358,2
B00AO1CHS8,1359,2
B00AO1CKTE,1360,2
B00AO33FPU,1361,2
B00AO33I2A,1362,2
B00AO46OWU,1363,2
B00AO46TGG,1364,2
B00AO4741K,1365,2
B00AO4773A,1366,2
B00AO49HVK,1367,2
B00AO49IT6,1368,2
B00AO4A1P6,1369,2
B00AO4A1SI,1370,2
B00AO4A3PY,1371,2
B00AO4A9SK,1372,2
B00AO4FVNI,1373,2
B00AO4GFDI,1374,2
B00AO5KLGE,1375,2
B00AO60UAA,1376,2
B00AOA4QRO,1377,2
B00AOA74IM,1378,2
B00AOGL8E2,1379,2
B00AOGNMJG,1380,2
B00AOGNNQS,1381,2
B00AOJGM7C,1382,2
B00AOJGNO4,1383,2
B00APGAIYW,1384,2
B00APL5AEK,1385,2
B00APWJW7U,1386,2
B00APWJX1A,1387,2
B00APWJXTW,1388,2
B00AQ0IXB2,1389,2
B00AQ8D13Y,1390,2
B00AQ8D5B2,1391,2
B00AQ8YC1Y,1392,2
B00AQ8YDZO,1393,2
B00AQATA78,1394,2
B00AQATCIK,1395,2
B00AQAZN6A,1396,2
B00AQIZII0,1397,2
B00AQJ04T2,1398,2
B00AQPM1FG,1399,2
B00AQQA0V2,1400,2
B00AR3DYF8,1401,2
B00AR3GIFG,1402,2
B00AR9M4GM,1403,2
B00AR9M642,1404,2
B00AR9UEXC,1405,2
B00AR9UK9A,1406,2
B00AR9US9W,1407,2
B00AR9UVYE,1408,2
B00ARH81NY,1409,2
B00ARH8JP4,1410,2
B00ARH9066,1411,2
B00ARH92PU,1412,2
B00ARH96VA,1413,2
B00AS5LE52,1414,2
B00AT9ETT0,1415,2
B00ATHFMFM,1416,2
B00ATIGX5O,1417,2
B00ATRUB5S,1418,2
B00ATXFEPO,1419,2
B00ATYRSQG,1420,2
B00ATYRXWU,1421,2
B00ATYS3V0,1422,2
B00EDK5ZW6,1423,2
B00EDTMMQO,1424,2
B00EDTMZD4,1425,2
B00EE4FYCW,1426,2
B00EE4G0LG,1427,2
B00EE4G5AW,1428,2
B00EE4G6MY,1429,2
B00EEEACE2,1430,2
B00EEEAESG,1431,2
B00EEEAG9S,1432,2
B00EFIC7XG,1433,2
B00EFICGQY,1434,2
B00EFICJFM,1435,2
B00EFICVP0,1436,2
B00EI9CNMM,1437,2
B00EI9D0Q0,1438,2
B00EIAECKM,1439,2
B00EIAEESC,1440,2
B00EIMT232,1441,2
B00EIMTCX2,1442,2
B00EIMVDSO,1443,2
B00EIMVI2A,1444,2
B00EJMLP36,1445,2
B00ENOAZLI,1446,2
B00ENOB1IE,1447,2
B00ENRCYZU,1448,2
B00ENRD3N2,1449,2
B00ENTSW18,1450,2
B00EPAO20U,1451,2
B00EPAO3O0,1452,2
B00EPAO50C,1453,2
B00EPEQZU6,1454,2
B00EPER24O,1455,2
B00EPQO3DU,1456,2
B00EPYBQU0,1457,2
B00EPYCEWO,1458,2
B00ER1U22E,1459,2
B00ER1U5SA,1460,2
B00ES892UE,1461,2
B00ES894YI,1462,2
B00ESAF3PK,1463,2
B00EVVX5CE,1464,2
B00EVVX5CY,1465,2
B00EVVX5D8,1466,2
B00EVVX5EC,1467,2
B00EY9QJEE,1468,2
B00EY9QKTS,1469,2
B00EYMX5EI,1470,2
B00EYMZ3H0,1471,2
B00F092ZE0,1472,1
B00F092ZJA,1473,1
B00F0TFBVY,1474,2
B00F0THSAG,1475,2
B00F0U0GBI,1476,2
B00F10ONU2,1477,1
B00F10W9PS,1478,1
B00F13JN9K,1479,1
B00F14J6UU,1480,1
B00F14JPN8,1481,1
B00F14KL7W,1482,1
B00F14KMY4,1483,1
B00F15CH1E,1484,1
B00F167IPS,1485,1
B00F168BHC,1486,1
B00F169X8S,1487,1
B00F191TBE,1488,1
B00F191ZUE,1489,1
B00F33EGC2,1490,1
B00F34XHJY,1491,1
B00F34XNKM,1492,1
B00F35FCBO,1493,1
B00F35FEXU,1494,1
B00F35FGD8,1495,1
B00F35FMVY,1496,1
B00F35FQCY,1497,1
B00F35FSW2,1498,1
B00F35HYQA,1499,1
B00F35MW3U,1500,1
B00F35N05E,1501,1
B00F36ENWM,1502,1
B00F36GT42,1503,1
B00F36H6Z8,1504,1
B00F36HD6A,1505,1
B00F36IB20,1506,1
B00F36IRLU,1507,1
B00F37R8QY,1508,1
B00F37RG3Y,1509,1
B00F37ZCM6,1510,1
B00F3822BE,1511,1
B00F38WJ8K,1512,1
B00F38XOAM,1513,1
B00F38XSA8,1514,1
B00F38Y10O,1515,1
B00F38YEX8,1516,1
B00F38YUH8,1517,1
B00F38YZJG,1518,1
B00F38Z2VG,1519,1
B00F44X48C,1520,2
B00F44X58Q,1521,2
B00F45V5SM,1522,2
B00F46SZYS,1523,2
B00F46UXIY,1524,1
B00F47A356,1525,1
B00F47XJHA,1526,1
B00F48DKTQ,1527,2
B00F48E63K,1528,2
B00F48ETHS,1529,2
B00F48FAVW,1530,2
B00F48GMXW,1531,1
B00F48GSSQ,1532,1
B00F48GSZ4,1533,1
B00F52LUKW,1534,2
B00F52LWAK,1535,2
B00F53G90W,1536,1
B00F56HYE4,1537,1
B00F56JUOG,1538,1
B00F57NVEA,1539,1
B00F5Q4UVO,1540,2
B00F5Q5IBK,1541,2
B00F5Q65GC,1542,2
B00F5Q6EEA,1543,2
B00F5Q6SIW,1544,2
B00F5Q6ZNU,1545,2
B00F5XWBY0,1546,2
B00F5XWMXK,1547,2
B00F5XWSUC,1548,2
B00F627AIM,1549,1
B00F62JGUM,1550,1
B00F635JWK,1551,1
B00F635JZC,1552,1
B00F64WOO0,1553,1
B00F64ZOC4,1554,1
B00F64ZOCO,1555,1
B00F65MAZ2,1556,1
B00F65MD0Y,1557,1
B00F66R7M2,1558,1
B00F6EAIV6,1559,1
B00F6MTXB4,1560,1
B00F76TSGY,1561,1
B00F88IQV4,1562,1
B00F88YA3W,1563,1
B00F89V304,1564,2
B00F8OHE48,1565,1
B00F8OI7XU,1566,1
B00F8OU17K,1567,1
B00F8PUIA4,1568,2
B00F8R2VLG,1569,1
B00F8W4SR6,1570,1
B00F928PME,1571,1
B00F928PMY,1572,1
B00F928YCK,1573,1
B00F92920S,1574,1
B00F92924E,1575,1
B00F92A65S,1576,2
B00F92ARH0,1577,2
B00F93DVS6,1578,1
B00F93DZQ4,1579,1
B00F93E80G,1580,1
B00F951U6O,1581,1
B00F951V0E,1582,1
B00F951VRW,1583,1
B00F952AI6,1584,1
B00F952H6G,1585,1
B00F952L58,1586,1
B00F96T2EA,1587,2
B00F97QC1K,1588,1
B00F989P54,1589,1
B00F98EI6A,1590,1
B00F98L6EM,1591,1
B00F99PTRQ,1592,1
B00F9FFQZA,1593,1
B00F9XTW0W,1594,1
B00F9YA8TA,1595,1
B00F9YY7V0,1596,1
B00F9YYQKW,1597,1
B00F9YYX82,1598,1
B00FA2IXM0,1599,1
B00FA2RGZ0,1600,1
B00FA2V6WO,1601,1
B00FA2WKDS,1602,1
B00FA3JYEA,1603,1
B00FA3U3HM,1604,2
B00FA8KNYU,1605,1
B00FA8KXCM,1606,1
B00FA9A9Y8,1607,1
B00FA9FR54,1608,1
B00FA9HIXI,1609,1
B00FADCBFY,1610,1
B00FAHD3AM,1611,1
B00FAHD8CA,1612,1
B00FAKCA5S,1613,1
B00FAKLA4U,1614,1
B00FAKLH20,1615,1
B00FAKMRK6,1616,1
B00FAKMX4G,1617,1
B00FAKN85O,1618,1
B00FAKNKSY,1619,1
B00FAKNU0C,1620,1
B00FAKO5C4,1621,1
B00FAKOSXA,1622,1
B00FALL3KU,1623,1
B00FALLJJK,1624,1
B00FALLJS6,1625,1
B00FALLYIG,1626,1
B00FALLYJU,1627,1
B00FALM4V2,1628,1
B00FAMLLH4,1629,1
B00FAMLX5E,1630,1
B00FAMUSNM,1631,1
B00FAMV2F0,1632,1
B00FAMV3H2,1633,1
B00FAMV5UM,1634,1
B00FAMV7EG,1635,1
B00FAMV8NG,1636,1
B00FAN7MLC,1637,2
B00FAO76LW,1638,1
B00FAP2QBG,1639,1
B00FAQ0VXA,1640,1
B00FAQ0Y64,1641,1
B00FAQ17YC,1642,1
B00FAQ1D7I,1643,1
B00FAQ1OJA,1644,1
B00FARBJAI,1645,1
B00FARBPHK,1646,1
B00FARDE24,1647,1
B00FARE11M,1648,1
B00FAS2R6M,1649,1
B00FAVIWOU,1650,1
B00FAVIX30,1651,1
B00FAWM0CE,1652,1
B00FAZPHM6,1653,1
B00FB0IEVQ,1654,1
B00FB38HEM,1655,1
B00FB38M4C,1656,1
B00FB39HWI,1657,1
B00FB3BBK4,1658,1
B00FB3BFJG,1659,1
B00FB3FIRG,1660,1
B00FB427S8,1661,1
B00FB43JVW,1662,1
B00FB43XHC,1663,1
B00FB48JDU,1664,1
B00FB48P2U,1665,1
B00FB6IKC8,1666,2
B00FB6IW80,1667,2
B00FB6J3A6,1668,2
B00FB6J5CC,1669,2
B00FB6JKTA,1670,2
B00FB761R8,1671,1
B00FB765Z6,1672,1
B00FB7S8A6,1673,1
B00FB7SB8U,1674,1
B00FB8Y7LO,1675,1
B00FB9A92E,1676,1
B00FB9RXPK,1677,2
B00FBA042S,1678,1
B00FBJTE5C,1679,1
B00FBP4B40,1680,1
B00FBPKI92,1681,1
B00FBPM8OK,1682,1
B00FBRGJKM,1683,1
B00FBVRIYO,1684,1
B00FBVRVFA,1685,1
B00FCDEJKW,1686,1
B00FCG85KE,1687,1
B00FCG86UI,1688,1
B00FD5WP6E,1689,2
B00FDA6ARY,1690,1
B00FDKZV88,1691,1
B00FDL0IHQ,1692,1
B00FDL6ZGY,1693,1
B00FDL7ARW,1694,1
B00FDL7CWU,1695,1
B00FDL7NN8,1696,1
B00FDL7P4A,1697,1
B00FDL7SQK,1698,1
B00FDL869I,1699,1
B00FDL8EHM,1700,1
B00FDL8OJA,1701,1
B00FDL8PMG,1702,1
B00FDL8RFG,1703,2
B00FDLB6BI,1704,1
B00FDLBBRW,1705,1
B00FDLKHUO,1706,1
B00FDLKJ7A,1707,1
B00FDLKL1Y,1708,1
B00FDLT1KG,1709,1
B00FDMQ9KK,1710,1
B00FDMQA90,1711,1
B00FDMQAQ8,1712,1
B00FDNPMWK,1713,1
B00FDO9HAM,1714,1
B00FDPPOV2,1715,1
B00FDQWIY2,1716,1
B00FDW5JAG,1717,1
B00FDWEREU,1718,1
B00FDWOYXE,1719,1
B00FE01A6O,1720,1
B00FE01RCQ,1721,1
B00FE03FEO,1722,1
B00FE2B16Q,1723,1
B00FE2BASA,1724,1
B00FE2BM1A,1725,1
B00FE2BX46,1726,1
B00FE2BXWS,1727,1
B00FE2DF4M,1728,1
B00FE5AEYI,1729,1
B00FE5AIE4,1730,1
B00FE5AM04,1731,1
B00FE6UZ5A,1732,1
B00FE9UV0Q,1733,1
B00FEC5EGY,1734,1
B00FEC96W2,1735,1
B00FEC9L3G,1736,1
B00FEC9PXC,1737,1
B00FEC9QPE,1738,1
B00FECAWS4,1739,1
B00FED8JBU,1740,1
B00FEE53E0,1741,1
B00FEEGGF0,1742,1
B00FELU7UI,1743,1
B00FELUMY4,1744,1
B00FEP280Q,1745,1
B00FEP45QQ,1746,1
B00FEPAAII,1747,1
B00FEPAGPK,1748,1
B00FEPB73K,1749,2
B00FEQSZAM,1750,2
B00FEQZU2S,1751,1
B00FER0NOW,1752,1
B00FER0W02,1753,1
B00FESX050,1754,1
B00FESYH84,1755,1
B00FESZPKS,1756,1
B00FETG5Q0,1757,1
B00FETJ9AE,1758,1
B00FEW63KA,1759,1
B00FEWUHHK,1760,2
B00FEWUHN4,1761,2
B00FEZOTB2,1762,1
B00FEZQF14,1763,1
B00FF27NG2,1764,1
B00FF4RW20,1765,1
B00FF4WBE4,1766,1
B00FF4WC20,1767,1
B00FF4WDX8,1768,1
B00FF756QG,1769,1
B00FFA8XPE,1770,1
B00FFAH9PE,1771,1
B00FFC5O2C,1772,1
B00FFC66ZG,1773,1
B00FFC75IS,1774,1
B00FFC81NQ,1775,1
B00FFCDVD6,1776,1
B00FFCRLO6,1777,1
B00FFCROD4,1778,1
B00FFCSCNK,1779,1
B00FFCSDDY,1780,1
B00FFCSU6Y,1781,1
B00FFCT360,1782,1
B00FFCWDEY,1783,1
B00FFCWWT0,1784,1
B00FFCY02C,1785,1
B00FFCYQ26,1786,1
B00FFD0BD8,1787,1
B00FFD1UJW,1788,1
B00FFD21NQ,1789,1
B00FFD4I8W,1790,1
B00FFD5G56,1791,1
B00FFHRMZ4,1792,1
B00FFK2O2W,1793,2
B00FFKKNGG,1794,1
B00FFKLRNE,1795,1
B00FFKM04Y,1796,1
B00FFKZB22,1797,1
B00FFL8S0I,1798,1
B00FFL8TKW,1799,1
B00FFL95JQ,1800,1
B00FFYMW8Y,1801,1
B00FFYMY5K,1802,1
B00FFYN59Y,1803,1
B00FFYN8ZU,1804,1
B00FFYXONG,1805,1
B00FFZ3CC8,1806,1
B00FFZ3IF4,1807,1
B00FFZ3OUI,1808,1
B00FFZM9FY,1809,2
B00FFZTZ7O,1810,1
B00FG10JUE,1811,1
B00FG9BI06,1812,1
B00FG9C4CW,1813,1
B00FG9QS5G,1814,1
B00FGDQ2VM,1815,1
B00FGDSNU0,1816,1
B00FGFGUKI,1817,1
B00FGFJL5E,1818,1
B00FGKCEOE,1819,2
B00FGKVMOM,1820,1
B00FGKZZNQ,1821,1
B00FGL4I0Q,1822,1
B00FGL5FGW,1823,1
B00FHLMXYI,1824,2
B00FHLN0X6,1825,2
B00FHO1TLI,1826,1
B00FHOE89S,1827,1
B00FHP0RMO,1828,1
B00FHRK9FM,1829,1
B00FHW5LZ0,1830,1
B00FHW5OIE,1831,1
B00FHW5SBW,1832,1
B00FHW61SQ,1833,1
B00FHXQSKQ,1834,1
B00FIXCOY4,1835,1
B00FJ1J128,1836,2
B00FJ1UO2Y,1837,2
B00FJ5I8R8,1838,1
B00FJ69RKO,1839,1
B00FJ69U3S,1840,1
B00FJ6DXZO,1841,2
B00FJ9RKKK,1842,1
B00FJ9U4CQ,1843,1
B00FJS8H4O,1844,2
B00FJS8YQU,1845,2
B00FJX5AN0,1846,1
B00FJX6EQC,1847,2
B00FK8FRZK,1848,1
B00FKD8OIM,1849,1
B00FKDA5MU,1850,1
B00FKG3VP0,1851,1
B00FLNKHSG,1852,1
B00FLNKKRE,1853,1
B00FLNKPJW,1854,1
B00FLNKYIY,1855,1
B00FLNLU46,1856,1
B00FLNMC34,1857,1
B00FLODYZ8,1858,1
B00FLOEL0U,1859,1
B00FLOI2DC,1860,1
B00FLRQQSW,1861,1
B00FLZ7FGQ,1862,1
B00FLZAPOK,1863,1
B00FLZJIDO,1864,1
B00FM57JB6,1865,1
B00FM58WCQ,1866,1
B00FM7MHZ2,1867,1
B00FM8XK4S,1868,1
B00FMMZHTU,1869,1
B00FMN394O,1870,1
B00FMNFXSE,1871,1
B00FMNG57W,1872,1
B00FMNPPFA,1873,1
B00FMQIRUC,1874,1
B00FMQIW6G,1875,1
B00FMQO1SY,1876,1
B00FMRHJ2I,1877,1
B00FMRHPRW,1878,1
B00FNFVSGC,1879,1
B00FNFVSW6,1880,1
B00FNG1OSS,1881,1
B00FP14X2A,1882,2
B00FP14XP2,1883,2
B00FP14YGA,1884,2
B00FP1JBXG,1885,1
B00FPFPFVE,1886,1
B00FPOFYR0,1887,1
B00FQL1AM0,1888,1
B00FQL1FDE,1889,1
B00FQUAY3M,1890,2
B00FQV3654,1891,2
B00FQV3CB2,1892,2
B00FQVNBDQ,1893,2
B00FQVOA2C,1894,2
B00FRDD5XO,1895,2
B00FRGHCEY,1896,1
B00FSDF2HU,1897,1
B00FSDFFRM,1898,1
B00FW3BLW6,1899,2
B00FW3BP2W,1900,2
B00FXM31C4,1901,1
B00FY7VEQI,1902,2
B00FY7VF1C,1903,2
B00FY7VGXO,1904,2
B00FY7VIEQ,1905,2
B00FY7VKLW,1906,2
B00FY7VM6U,1907,2
B00FY7VQD4,1908,2
B00FY7VXQ4,1909,2
B00FY7VZB2,1910,2
B00FYEXFSG,1911,2
B00FYEXOG4,1912,2
B00FYEYQGQ,1913,2
B00FYF04PW,1914,2
B00FYF4LXI,1915,2
B00FZK81P6,1916,1
B00FZO7YM8,1917,1
B00FZZ2Z8U,1918,1
B00G163I5Q,1919,1
B00G163IDS,1920,1
B00G255IFO,1921,1
B00G313A0C,1922,1
B00G31KPC8,1923,2
B00G31LP40,1924,1
B00G31LRNY,1925,1
B00G37F4TG,1926,1
B00G3YEBMA,1927,2
B00G3YH8WA,1928,2
B00G435Z34,1929,1
B00G4C26GE,1930,2
B00G599BB4,1931,1
B00G599W40,1932,1
B00G59A708,1933,1
B00G6243WW,1934,1
B00G6608GS,1935,1
B00G7151RS,1936,1
B00G7820IY,1937,1
B00G7U673G,1938,1
B00G7UE03K,1939,1
B00G9JLHA8,1940,1
B00GA0TFUU,1941,1
B00GA3EZN4,1942,2
B00GAI69LU,1943,1
B00GAML79K,1944,1
B00GANZ8YE,1945,1
B00GAO3FMK,1946,1
B00GAO8S68,1947,1
B00GAO9AWE,1948,1
B00GAXF150,1949,1
B00GAY8X4K,1950,2
B00GAY95WE,1951,2
B00GAY9FVK,1952,2
B00GAYGGBM,1953,2
B00GAZHOC6,1954,2
B00GAZMA2A,1955,2
B00GB01TJE,1956,2
B00GB01VN8,1957,2
B00GB0RED4,1958,2
B00GBF2H5Y,1959,1
B00GBG1FOC,1960,1
B00GBG1XMG,1961,1
B00GBU1QYM,1962,2
B00GBU2CJK,1963,2
B00GBU308M,1964,2
B00GBU6G5Q,1965,2
B00GBU6YJ4,1966,2
B00GBUGDUY,1967,2
B00GBVNUUY,1968,1
B00GBVQ22M,1969,1
B00GBW9SMM,1970,2
B00GBWQLJK,1971,1
B00GCAAVA6,1972,1
B00GCD1CII,1973,1
B00GCPJ0HG,1974,1
B00GCR683I,1975,1
B00GEKMX64,1976,2
B00GEKTUJM,1977,2
B00GFIS2PQ,1978,1
B00GFP4GFE,1979,1
B00GHNLVV6,1980,1
B00GI4L2F4,1981,1
B00GILYPNI,1982,1
B00GMDKGX0,1983,1
B00GP292Q0,1984,2
B00GP295TO,1985,2
B00GP29814,1986,2
B00GP298UA,1987,2
B00GPA9MBC,1988,1
B00GPKYYBU,1989,1
B00GRI74CQ,1990,1
B00GRWU5S2,1991,1
B00GSPQGZO,1992,1
B00GSVGHXO,1993,1
B00GTO4UFM,1994,1
B00GTQ002C,1995,1
B00GTQ04GY,1996,1
B00GTRFM1U,1997,1
B00GTSM5FU,1998,1
B00GU1UZMQ,1999,1
B00GU1VBI8,2000,1
